NOME_PRODUTO,QUANTIDADE,COD_CLIENTE,COD_PRODUTO
CONJ.SC-AKX220LBK PANASONIC                  ,1.0,3526,171
KIT AUTOMOTIVO AU 953 MP3+4 ALTO FALANTES    ,1.0,3527,221
DVD D-15 KARAOKE MONDIAL                     ,1.0,3528,13
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,3529,155
SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   ,1.0,3530,80
SMARTPHONE SAMSUNG GAL J2 PRIME S/ TV 16GB DR,1.0,3531,82
TELEVISOR SMART 32 PTV32N87SA LED PHILCO     ,1.0,3532,98
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3532,2
SMARTPHONE SAMSUNG GAL A51 128GB BRANCO      ,1.0,3533,130
SMARTPHONE LG K12 PLUS PLATINUM              ,1.0,3534,209
SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  ,1.0,3535,58
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,3536,30
ANTENA 1 50 MT MULTIPONTO CENTURY            ,1.0,3537,14
PEN DRIVE SONY R 16GB USMRGR                 ,1.0,3537,9
"TELEVISOR SMART 32"" TC32ES600 PANASONIC      ",1.0,3538,272
CELULAR RIU-I R200 DB PRETO-AZUL             ,1.0,3539,150
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,3540,61
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,3541,50
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3541,1
TABLET NB732 MINI MS50X PRETO                ,1.0,3542,22
CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     ,1.0,3543,44
CELULAR RIU-I R200 DB PRETO-AZUL             ,1.0,3543,150
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3544,21
CELULAR RIU-I R200 DB PRETO-AZUL             ,1.0,3545,150
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,3546,7
SMARTPHONE LG K8 PLUS PRETO                  ,1.0,3547,127
CAIXA AMPLIFICADA MCO-07 MULTI CONNECT       ,1.0,3548,70
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,3548,28
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3549,6
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3549,12
TABLET NB720 MINI MS45 4G PRETO              ,1.0,3550,52
"TELEVISOR SMART 49"" UN49J5200 SAMSUNG        ",1.0,3551,49
PEN DRIVE 32GB PD589 TWIST PRETO             ,1.0,3552,75
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,3553,48
"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    ",1.0,3553,163
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3554,21
SMARTPHONE LG K12 PLUS PLATINUM              ,1.0,3554,209
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,3555,18
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3555,31
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,3556,18
SMARTPHONE LG K8 PLUS PRETO                  ,1.0,3557,127
DVD D-15 KARAOKE MONDIAL                     ,1.0,3558,13
"TELEVISOR SMART 50"" P6US ULTRA HD 4K HDR SEMP",1.0,3559,185
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3560,12
SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        ,1.0,3561,96
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3562,31
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3563,21
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,3564,79
CAIXA AMPLIFICADA CM-13 BIVOLT BLUETOOTH     ,1.0,3565,26
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3566,6
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,3566,61
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,3566,90
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3567,4
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,3568,143
CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER,1.0,3569,16
SMARTPHONE SAMSUNG GAL A50  A505 64GB BRANCO ,1.0,3570,213
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3571,1
SMARTPHONE SAMSUNG GAL A20S 32GB PRETO       ,1.0,3572,95
RADIO RECEPTOR 2 FXS RM PF25 PT              ,1.0,3573,34
TELEVISOR SMART 32 PTV32N87SA LED PHILCO     ,1.0,3573,98
CAIXA AMPLIFICADA MCO-07 MULTI CONNECT       ,1.0,3573,70
SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       ,1.0,3574,120
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,3575,77
SMARTPHONE LG K40S LMX430 BMW AZUL           ,1.0,3576,108
REPETIDOR RE051 300MPS WPS MULTILASER        ,1.0,3577,24
ROTEADOR RE184 1200MBPS AC DUAL              ,1.0,3577,236
"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL",1.0,3577,37
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3578,6
TABLET NB720 MINI MS45 4G PRETO              ,1.0,3578,52
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3579,2
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,3580,50
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3581,6
"TELEVISOR SMART 40"" KDL-40W655D SONY         ",1.0,3581,103
SMARTPHONE MOTOROLA MOTO G6 PLAY XT1922 DB IN,1.0,3581,88
SMARTPHONE SAMSUNG GAL J4 CORE 16GB AZUL     ,1.0,3582,135
"TELEVISOR SMART 32"" S3900S SEMP TCL          ",1.0,3583,191
RADIO RECEPTOR 5 FXS RM PF34                 ,1.0,3584,29
KIT AUTOMOTIVO AU 953 MP3+4 ALTO FALANTES    ,1.0,3585,221
RADIO RECEPTOR RM-PUSM81AC USB               ,1.0,3586,101
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3587,1
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,3588,79
CELULAR RIU-I R200 DB PRETO-AZUL             ,1.0,3589,150
RADIO RECEPTOR 2 FXS RM PFT22AC              ,1.0,3590,5
TABLET NB731 MINI MS50G DOURADO/BRANCO       ,1.0,3591,11
TELEJOGO MOD XP 180                          ,1.0,3592,218
SMARTPHONE LG K40S LMX430 BMW PRETO          ,1.0,3593,60
TABLET NB296 M7S LITE 8GB PRETO              ,1.0,3594,63
SMARTPHONE LG K11 PLUS DB DOURADO            ,1.0,3595,161
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,3595,48
RADIO NBX-06 CONECT STAR MONDIAL             ,1.0,3596,55
CELULAR RIU FLIP 2.4 DB DOURADO              ,1.0,3597,59
PEN DRIVE PD590 64GB TWIST PRETO             ,1.0,3598,200
CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER,1.0,3599,16
RADIO RECEPTOR 7 FXS RM PFT73AC              ,1.0,3600,133
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,3601,146
CAIXA AMPLIFICADA CM-07 MONDIAL              ,1.0,3601,51
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,3601,143
PEN DRIVE 32GB PD589 TWIST PRETO             ,1.0,200,75
CELULAR RIU-I R200 DB PRETO-AMARELO          ,1.0,200,172
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,200,21
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3602,6
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,3602,50
"TELEVISOR SMART 49"" 49SK6200 HD LED 4K SEMP T",1.0,3602,106
"TELEVISOR SMART 49"" UN49J5200 SAMSUNG        ",1.0,3603,49
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,3603,48
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3604,6
RADIO RECEPTOR 2 FXS RM PF25 PT              ,1.0,3605,34
"TELEVISOR SMART 55"" 4K QN55Q60RAGXZD         ",1.0,3605,284
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,3606,72
RADIO AUTOMOTIVO P3336 POP BT 4X25W PT       ,1.0,3607,53
"TELEVISOR SMART 32"" TC32FS600B PANASONIC     ",1.0,3608,154
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,3609,30
SMARTPHONE MOTOROLA MOTO G7 POWER XT1955-1 AZ,1.0,3610,239
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,3610,155
"TELEVISOR SMART 50"" 50P65US ULTRA HD 4K      ",1.0,3611,109
TABLET NB317 M7S 16GB QUAD CORE BRANCO       ,1.0,3612,148
"TELEVISOR SMART 32"" TC32ES600 PANASONIC      ",1.0,3613,272
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,3613,89
ANTENA 1.70 MT MULTIPONTO CENTURY            ,1.0,3614,3
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3614,4
SMARTPHONE LG K8 PLUS PLATINUM               ,1.0,3614,113
AUDIO PB500 BT PHILCO                        ,1.0,3615,273
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,3616,73
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3617,40
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3618,40
DVD D-14 GAME STAR II MONDIAL                ,1.0,3619,110
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3620,6
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,3621,68
PEN DRIVE SONY R 16GB USMRGR                 ,1.0,3622,9
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,3622,50
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3622,2
SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   ,1.0,3623,80
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3624,1
TABLET NB730 MINI MS50G PRATA/PRETO          ,1.0,3625,10
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3626,6
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,3626,45
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,3627,48
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3628,6
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,3629,33
"TELEVISOR 32"" L1800 SEMP TCL                 ",1.0,3630,256
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3631,1
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,3631,28
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3632,25
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3633,21
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3634,6
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,3634,89
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3635,1
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3636,1
SMARTPHONE SAMSUNG GAL J6 32GB PRATA         ,1.0,3637,145
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,3638,30
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,3638,45
RADIO AUTOMOTIVO P3335 POP 1 4X25WRMS PT     ,1.0,3639,182
CELULAR INFINITY W201 PRETO                  ,1.0,3640,57
SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    ,1.0,3641,74
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3642,31
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3643,6
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3644,25
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,1.0,3645,91
SMARTPHONE SAMSUNG GAL J4 CORE 16GB AZUL     ,1.0,3646,135
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3647,21
SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        ,1.0,3648,96
CELULAR INFINITY W201 PRETO                  ,1.0,3649,57
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3650,25
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,3651,32
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,3652,72
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3653,6
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,3654,160
SMARTPHONE LG K40S LMX430 BMW AZUL           ,1.0,3655,108
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,3656,143
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3656,40
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,3657,32
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3658,6
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,3658,45
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,3658,143
SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        ,1.0,3659,96
CARREGADOR VEICULAR USB PTO                  ,1.0,3660,180
SMARTPHONE MOTOROLA MOTO G7 POWER XT1955-1 AZ,1.0,3660,239
RADIO RECEPTOR 2 FXS RM PF25 PT              ,1.0,3661,34
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3662,2
TABLET NB706 MINI MS50L PRETO/GRAFIT         ,1.0,3663,43
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3664,25
SMARTPHONE SAMSUNG GAL A30 A305 64GB AZUL    ,1.0,3664,85
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3665,31
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,3666,143
TABLET NB732 MINI MS50X PRETO                ,1.0,3667,22
CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   ,1.0,3668,112
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,3669,30
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,3669,68
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,3670,155
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,3671,143
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,3671,79
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3672,4
SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        ,1.0,3673,96
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,1.0,3674,91
SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       ,1.0,3675,119
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3676,4
TABLET NB316 M7S 16GB QUAD CORE PRETO        ,1.0,3677,134
SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   ,1.0,3678,80
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,3679,48
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,3680,73
ANTENA 1.70 MT MULTIPONTO CENTURY            ,1.0,3681,3
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3681,6
SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB VERM   ,1.0,3682,116
CONJ.SC-AKX220LBK PANASONIC                  ,1.0,3683,171
TABLET NB184 M7S QUAD CORE PRETO             ,1.0,3684,35
TABLET NB296 M7S LITE 8GB PRETO              ,1.0,3684,63
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3685,21
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,3686,77
CAIXA BLUETOOTH BS05B 5W SEMP TCL            ,1.0,3686,15
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,3687,48
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3688,40
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3689,6
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,3690,33
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3691,31
TABLET NB731 MINI MS50G DOURADO/BRANCO       ,1.0,3692,11
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3693,2
SMARTPHONE SAMSUNG GAL J4 CORE 16GB AZUL     ,1.0,3694,135
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,205,77
RADIO RECEPTOR 2 FXS RM PFT22AC              ,1.0,205,5
PEN DRIVE MC162 2X1 LEITOR USB SD 16GB       ,1.0,3695,38
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3695,2
PEN DRIVE 32GB PD589 TWIST PRETO             ,1.0,3696,75
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3697,31
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3698,6
"TELEVISOR SMART 50"" 50UK6520 UHD 4K LG       ",1.0,3698,207
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,3699,77
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3699,6
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,3699,92
RADIO CJ65 ABRALLK LG                        ,1.0,3700,151
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3701,6
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,3701,79
SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        ,1.0,3701,96
SUPORTE PRETO TV LCD 10 A 55 ART.SBRP120     ,1.0,3702,100
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3702,6
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,3703,45
TABLET NB730 MINI MS50G PRATA/PRETO          ,1.0,3704,10
SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  ,1.0,3705,58
PEN DRIVE 32GB PD589 TWIST PRETO             ,1.0,3706,75
TABLET NB706 MINI MS50L PRETO/GRAFIT         ,1.0,3706,43
TABLET NB707 MINI MS50L BRANCO/DOURADO       ,1.0,3706,157
TABLET NB730 MINI MS50G PRATA/PRETO          ,1.0,3706,10
TABLET NB731 MINI MS50G DOURADO/BRANCO       ,1.0,3706,11
TABLET NB728 MINI MS40G PRETO                ,1.0,3706,93
TABLET NB729 MINI MS40G BRANCO               ,1.0,3706,170
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,3707,18
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3707,31
TABLET NB306 M7 3G PLUS QUAD CORE DOURADA    ,1.0,3708,81
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,3709,50
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,3710,146
SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      ,1.0,3711,125
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 IND,1.0,3712,166
SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB PT ONIX,1.0,3713,124
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3714,40
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,3715,73
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,3716,92
DVD D-14 GAME STAR II MONDIAL                ,1.0,3717,110
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3718,25
CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     ,1.0,3719,44
"TELEVISOR SMART 49"" 49SK6200 HD LED 4K SEMP T",1.0,3720,106
CELULAR INFINITY W201 PRETO                  ,1.0,3721,57
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3722,12
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,3723,160
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,3724,61
SMARTPHONE SAMSUNG GALAXY J4 PLUS 32GB PRETO ,1.0,3725,71
CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   ,1.0,3726,112
RADIO PORTATIL TR04B C/CD/BLUETOOTH SEMP     ,1.0,3726,114
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3727,1
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3728,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3729,6
RADIO RECEPTOR 5 FXS RM PF34                 ,1.0,3730,29
SMARTPHONE SAMSUNG GAL A30  A305 64GB BRANCO ,1.0,3731,65
"TELEVISOR SMART 32"" S3900S SEMP TCL          ",1.0,3732,191
RADIO AUTOMOTIVO P3336 POP BT 4X25W PT       ,1.0,3733,53
SMARTPHONE SAMSUNG GAL A30 A305 64GB PRETO   ,1.0,3734,54
TABLET NB706 MINI MS50L PRETO/GRAFIT         ,1.0,3735,43
BOX LINE OCM 3915 ONEAL                      ,1.0,3736,223
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,207,1
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,207,40
PEN DRIVE SONY R 16GB USMRGR                 ,1.0,3737,9
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,3738,61
SMARTPHONE LG K8 PLUS PRETO                  ,1.0,3738,127
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3739,6
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,3740,155
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,3741,92
SMARTPHONE MOTOROLA MOTO G8 64GB BLUE        ,1.0,3742,233
"TELEVISOR 32"" L1800 SEMP TCL                 ",1.0,3743,256
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3743,21
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,208,94
SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    ,1.0,208,74
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3744,4
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,3745,160
BOX LINE OCM 4115 PT ONEAL                   ,1.0,3746,139
RADIO RECEPTOR 2 FXS RM PF25 PT              ,1.0,3747,34
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3748,6
"TELEVISOR SMART 43"" PTV43E60SN LED PHILCO    ",1.0,3748,149
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3749,6
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3750,40
SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  ,1.0,3750,58
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3751,6
"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL",1.0,3751,90
CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   ,1.0,3752,112
PEN DRIVE PD590 64GB TWIST PRETO             ,1.0,3752,200
TABLET NB707 MINI MS50L BRANCO/DOURADO       ,1.0,3753,157
CELULAR INFINITY W201 PRETO                  ,1.0,3753,57
PEN DRIVE PD590 64GB TWIST PRETO             ,1.0,3754,200
PEN DRIVE MC162 2X1 LEITOR USB SD 16GB       ,1.0,3755,38
AUTO RADIO AR-06 PRETO                       ,1.0,3756,17
CELULAR INFINITY W201 PRETO                  ,1.0,3757,57
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,3758,73
SMARTPHONE SAMSUNG GAL A30  A305 64GB BRANCO ,1.0,3759,65
TABLET NB273 M7S PLUS 8GB PRETO              ,1.0,3760,201
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,3761,32
TABLET NB184 M7S QUAD CORE PRETO             ,1.0,209,35
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,3762,77
RADIO NBX-06 CONECT STAR MONDIAL             ,1.0,3763,55
RADIO RECEPTOR 5 FXS RM PF34                 ,1.0,3763,29
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3764,25
TABLET NB732 MINI MS50X PRETO                ,1.0,3765,22
RADIO RECEPTOR 7 FXS RM PFT73AC              ,1.0,3766,133
TABLET NB732 MINI MS50X PRETO                ,1.0,3767,22
CELULAR INFINITY W201 PRETO                  ,1.0,3768,57
DVD D-15 KARAOKE MONDIAL                     ,1.0,3769,13
CELULAR RIU FLIP 2.4 DB DOURADO              ,1.0,3770,59
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3771,2
SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   ,1.0,210,80
SMARTPHONE SAMSUNG GAL A30 A305 64GB AZUL    ,1.0,210,85
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,3772,45
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,3773,92
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3774,6
"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    ",1.0,3775,163
SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  ,1.0,3776,58
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3777,25
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,3778,45
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3779,6
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3780,25
SMARTPHONE SAMSUNG GAL J4 CORE 16GB AZUL     ,1.0,3780,135
SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      ,1.0,3781,125
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3782,25
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,3782,155
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3782,2
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3783,4
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3784,12
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3785,12
"TELEVISOR SMART 32"" TC32FS600B PANASONIC     ",1.0,3786,154
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3786,2
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,3787,45
"TELEVISOR SMART 48"" KDL-48W655D SONY         ",1.0,3788,147
CAIXA DE SOM AMPLIF.TROLLEY 8 POL SP329      ,1.0,3789,27
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,3790,146
SMARTPHONE LG K12 MAX PRETO                  ,1.0,3791,66
