NOME_PRODUTO,QUANTIDADE,COD_CLIENTE,COD_PRODUTO
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3792,25
SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    ,1.0,3793,78
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,3794,79
DVD D-14 GAME STAR II MONDIAL                ,1.0,3795,110
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3796,31
TABLET NB276 M7S 3G PLUS 8GB DOURADO         ,1.0,3797,206
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,3798,30
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,3798,7
SMARTPHONE SAMSUNG GAL A30 A305 64GB AZUL    ,1.0,3798,85
PEN DRIVE MC162 2X1 LEITOR USB SD 16GB       ,1.0,3799,38
SUPORTE PRETO TV LCD 10 A 55 BR ART SBRP130  ,1.0,3800,39
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,3800,79
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,3801,7
SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   ,1.0,3802,80
RADIO RECEPTOR 2 FXS RM PF25 PT              ,1.0,3803,34
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,3804,41
RADIO RECEPTOR 5 FXS RM PF34                 ,1.0,3805,29
TABLET NB731 MINI MS50G DOURADO/BRANCO       ,1.0,3806,11
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,3807,160
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,3808,143
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,3809,155
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3809,2
SMARTPHONE SAMSUNG GAL A50  A505 64GB PRETO  ,1.0,3810,165
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3811,6
SMARTPHONE LG K11 PLUS DB AZUL               ,1.0,3812,205
CAPINHA LG K11                               ,1.0,3812,204
SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  ,1.0,3813,58
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,3814,77
"TELEVISOR SMART 55"" 55P65US 4K SEMP TCL      ",1.0,3815,280
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,3816,143
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3817,1
CAIXA AMPLIFICADA CM-07 MONDIAL              ,1.0,3818,51
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,3819,45
RADIO PORTATIL MULTIBANDA TR849              ,1.0,3820,238
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3821,1
DVD D-14 GAME STAR II MONDIAL                ,1.0,3822,110
PULSO PLAST PULSEIRA PLAST DIGITAL FZU/8L MOR,1.0,3823,285
PEN DRIVE 16GB PD688 TWIST ROSA MULTILASER   ,1.0,3824,242
TABLET NB306 M7 3G PLUS QUAD CORE DOURADA    ,1.0,3824,81
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,3825,33
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3826,40
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,3827,33
TABLET NB728 MINI MS40G PRETO                ,1.0,3827,93
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3828,1
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,3829,72
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,3830,30
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3831,4
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3832,21
TABLET NB731 MINI MS50G DOURADO/BRANCO       ,1.0,3833,11
TABLET NB305 M7 3G PLUS QUAD CORE ROSA       ,1.0,3833,264
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,3834,72
SMARTPHONE SAMSUNG GAL J2 PRIME S/ TV 16GB DR,1.0,3835,82
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3836,6
CELULAR RIU-I R200 DB PRETO-AMARELO          ,1.0,3836,172
"TELEVISOR SMART 48"" KDL-48W655D SONY         ",1.0,3836,147
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,3837,146
SMARTPHONE SAMSUNG GAL A30 A305 64GB PRETO   ,1.0,3838,54
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3839,4
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3840,40
RADIO RECEPTOR 2 FXS RM PFT22AC              ,1.0,3841,5
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3842,31
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3843,12
SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       ,1.0,3843,120
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3844,40
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3845,1
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3846,21
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,3847,94
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3848,2
PEN DRIVE SONY R 16GB USMRGR                 ,1.0,3849,9
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3850,2
SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  ,1.0,3851,58
SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      ,1.0,3852,125
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3853,6
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3853,12
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,3854,18
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,3854,72
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3855,6
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,3855,94
AUTO RADIO AR-06 PRETO                       ,1.0,3856,17
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,3857,42
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3858,21
TABLET NB728 MINI MS40G PRETO                ,1.0,3859,93
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3860,6
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,3860,30
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3860,31
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3860,40
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,3860,94
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,3861,32
TABLET NB700 MINI MS55M PRETO                ,1.0,3862,153
"TELEVISOR SMART 32"" TC32FS600B PANASONIC     ",1.0,3863,154
CAIXA DE SOM SK-05 VIBE PLUS SPEAKER BIVOLT  ,1.0,3864,111
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3865,4
"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     ",1.0,3865,94
CELULAR INFINITY W201 PRETO                  ,1.0,3866,57
PEN DRIVE SONY R 16GB USMRGR                 ,1.0,3867,9
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3868,4
"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    ",1.0,3868,163
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,3869,68
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,3870,68
"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    ",1.0,3871,163
CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER,1.0,3872,16
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,1.0,3873,91
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3874,2
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3875,40
RADIO AUTOMOTIVO P3336 POP BT 4X25W PT       ,1.0,3876,53
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3877,21
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,3878,48
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,1.0,3879,91
SMARTPHONE SAMSUNG GAL A30  A305 64GB BRANCO ,1.0,3880,65
SMARTPHONE SAMSUNG GAL A50  A505 64GB BRANCO ,1.0,3880,213
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3881,6
CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER,1.0,3882,16
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,3883,92
"TELEVISOR 40"" 40S6500FS HD LED SEMP TCL      ",1.0,3883,155
TABLET NB711 MS60 DOURADO/BRANCO MULTILASER  ,1.0,3884,196
"TELEVISOR SMART 43"" S3900FS SEMP TCL         ",1.0,215,178
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,215,1
SMARTPHONE SAMSUNG GAL A30 A305 64GB PRETO   ,1.0,215,54
"TELEVISOR SMART 32"" TC32FS600B PANASONIC     ",1.0,3885,154
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3885,40
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3886,2
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3887,25
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    ,1.0,3888,118
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3888,1
AUTO RADIO AR-06 PRETO                       ,1.0,3889,17
DVD D-15 KARAOKE MONDIAL                     ,1.0,3890,13
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,3891,33
PULSO PLAST PULSEIRA PLAST DIGIT MO3900A/8C  ,1.0,3892,286
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3893,6
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3894,4
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3895,6
CONJ.SC-AKX220LBK PANASONIC                  ,1.0,3896,171
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,3897,48
CELULAR INFINITY W201 PRETO                  ,1.0,3897,57
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3898,1
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,3899,30
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3900,31
SMARTPHONE SAMSUNG GAL A20S 32GB PRETO       ,1.0,3900,95
TABLET NB706 MINI MS50L PRETO/GRAFIT         ,1.0,3901,43
CELULAR SEMP GO 1E 2G COM BASE PRETO         ,1.0,3902,115
BOX LINE OPB 5060-X BLUETOOTH ONEAL          ,1.0,3903,252
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3904,12
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,3905,146
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3906,40
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3907,6
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3907,12
TABLET NB729 MINI MS40G BRANCO               ,1.0,3908,170
REPETIDOR RE051 300MPS WPS MULTILASER        ,1.0,3909,24
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3910,2
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3911,6
ANTENA 1.70 MT MULTIPONTO CENTURY            ,1.0,3912,3
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3912,4
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,3913,7
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,3914,33
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3915,12
RADIO RECEPTOR 7 FXS RM PFT73AC              ,1.0,3916,133
CAIXA BLUETOOTH BS12A 12W SEMP TCL           ,1.0,3916,174
"TELEVISOR SMART 43"" S3900FS SEMP TCL         ",1.0,3917,178
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,3918,7
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,3919,18
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3920,6
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3921,31
SMARTPHONE SAMSUNG GAL A30 A305 64GB PRETO   ,1.0,3922,54
SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        ,1.0,3922,32
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3923,12
TABLET NB706 MINI MS50L PRETO/GRAFIT         ,1.0,3924,43
TABLET NB728 MINI MS40G PRETO                ,1.0,3925,93
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3926,6
"TELEVISOR SMART 50"" 50P65US ULTRA HD 4K      ",1.0,3926,109
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3927,6
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,3928,48
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,3929,160
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,51,72
CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER,1.0,3930,16
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3931,25
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3931,21
PEN DRIVE MC161 2X1 LEITOR USB SD 8G         ,1.0,3932,56
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3933,21
SMARTPHONE MOTOROLA MOTO E6 PLUS 64GB AZ NET ,1.0,3933,162
SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    ,1.0,3934,31
PEN DRIVE MC161 2X1 LEITOR USB SD 8G         ,1.0,3935,56
SMARTPHONE SAMSUNG GAL A51 128GB BRANCO      ,1.0,3936,130
"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL",1.0,3937,89
ROTEADOR RE057 150MBPS 1 ANT.4PTS.LAN        ,1.0,3938,142
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,3938,30
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,3939,30
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3940,6
"TELEVISOR SMART 55"" 55P65US 4K SEMP TCL      ",1.0,3940,280
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3940,2
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,3941,21
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3942,2
CELULAR RIU FLIP 2.4 DB AZUL                 ,1.0,3943,105
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3944,4
CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER,1.0,3945,16
SMARTPHONE SAMSUNG GAL A30  A305 64GB BRANCO ,1.0,3946,65
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3947,6
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,3947,72
PEN DRIVE 8GB PD587 TWIST PRETO              ,1.0,3948,33
SMARTPHONE SAMSUNG GAL A30  A305 64GB BRANCO ,1.0,3949,65
CELULAR INFINITY W201 PRETO                  ,1.0,3950,57
SMARTPHONE SAMSUNG GAL A51 128GB BRANCO      ,1.0,3951,130
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,3952,73
"TELEVISOR SMART 32"" TC32FS600B PANASONIC     ",1.0,3953,154
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,1.0,3953,91
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,3954,41
CAIXA BLUETOOTH BS05B 5W SEMP TCL            ,1.0,3955,15
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,3956,92
DVD D-14 GAME STAR II MONDIAL                ,1.0,3957,110
CAIXA DE SOM AMPLIF.TROLLEY 8 POL SP329      ,1.0,3958,27
SMARTPHONE RIU EKO 4.0 PRETO                 ,1.0,3959,158
REPETIDOR RE051 300MPS WPS MULTILASER        ,1.0,3960,24
SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  ,1.0,3961,58
SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       ,1.0,3961,119
CELULAR BLU TANK II T193 DB PRETO AMARELO    ,1.0,3962,222
RADIO RECEPTOR 2 FXS RM PF25 PT              ,1.0,3963,34
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3964,6
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,3965,92
TABLET NB710 MS60 PRETO/PRATA MULTILASER     ,1.0,3966,104
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3967,4
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,3968,146
SMARTPHONE SAMSUNG GALAXY J810M  64GB VIOLETA,1.0,3969,211
PEN DRIVE 32GB PD589 TWIST PRETO             ,1.0,3970,75
CELULAR RIU FLIP 2.4 DB DOURADO              ,1.0,3970,59
PEN DRIVE MC162 2X1 LEITOR USB SD 16GB       ,1.0,3970,38
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3971,1
SMARTPHONE SAMSUNG GAL A20  A205 32GB VERM   ,1.0,3971,80
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    ,1.0,3972,118
TABLET NB306 M7 3G PLUS QUAD CORE DOURADA    ,1.0,3973,81
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3974,6
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,3974,79
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3975,6
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,3976,30
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,3977,61
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,3978,12
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,3979,79
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,3980,40
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,3981,50
"TELEVISOR SMART 50"" UHD BT UN50RU7100 SAMSUNG",1.0,3981,42
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,3982,61
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,3982,4
PEN DRIVE 16GB PD588 TWIST PRETO             ,1.0,3983,77
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,3984,7
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,3985,25
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,3985,1
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,3986,50
TABLET NB306 M7 3G PLUS QUAD CORE DOURADA    ,1.0,3987,81
CELULAR BLU TANK II T193 DB PRETO VERMELHO   ,1.0,3988,146
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,3988,72
SMARTPHONE LG K8 PLUS PRETO                  ,1.0,3988,127
TABLET NB730 MINI MS50G PRATA/PRETO          ,1.0,3989,10
SUPORTE PRETO TV LCD 10 A 55 BR ART SBRP130  ,1.0,3990,39
TABLET NB707 MINI MS50L BRANCO/DOURADO       ,1.0,3991,157
SUPORTE UNIV. BEDIN BU-25                    ,1.0,3992,2
ANTENA 1 50 MT MULTIPONTO CENTURY            ,1.0,3993,14
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3993,6
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,3993,50
SMARTPHONE LG K12 MAX AZUL                   ,1.0,3993,84
SMARTPHONE SAMSUNG GAL A30 A305 64GB AZUL    ,1.0,3994,85
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,1.0,3995,91
SMARTPHONE SAMSUNG GAL A30  A305 64GB BRANCO ,1.0,3995,65
PEN DRIVE SONY R 8GB USMRGR                  ,1.0,3996,8
SMARTPHONE LG K12 MAX PRETO                  ,1.0,3996,66
ROTEADOR RE160 300 MBPS NOVO (05)            ,1.0,3997,18
TABLET NB305 M7 3G PLUS QUAD CORE ROSA       ,1.0,3998,264
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,3999,6
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,4000,4
ANTENA 1.70 MT MULTIPONTO CENTURY            ,1.0,4001,3
"TELEVISOR SMART 32"" PH32E20DSGWA PHILCO      ",1.0,4002,187
SMARTPHONE SAMSUNG GAL A30S 64GB VIOLETA     ,1.0,4003,141
"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    ",1.0,4004,163
SMARTPHONE SAMSUNG GAL A20  A205 32GB AZUL   ,1.0,4005,91
SMARTPHONE LG K9 TV LM-X210BMW PRETO         ,1.0,4006,30
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,4006,68
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,4007,21
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,4008,143
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,4009,25
CONJ.SC-AKX440LBK PANASONIC                  ,1.0,4010,208
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,4010,79
SMARTPHONE LG K8 PLUS AZUL                   ,1.0,4011,126
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,4012,21
SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRETO    ,1.0,4013,73
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,4014,72
SMARTPHONE SAMSUNG GAL A10S 32GB PRETO       ,1.0,4015,119
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,4016,6
SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    ,1.0,4017,78
SMARTPHONE SAMSUNG GAL A10  A105 32GB AZUL   ,1.0,4018,48
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,4019,61
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,4020,40
"TELEVISOR SMART 49"" UN49J5200 SAMSUNG        ",1.0,4021,49
"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        ",1.0,4021,50
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,4022,25
CAIXA AMPLIFICADA CM-09 CONNECT DJ CONTROLLER,1.0,4023,16
TABLET NB306 M7 3G PLUS QUAD CORE DOURADA    ,1.0,4024,81
SMARTPHONE SAMSUNG GAL A10  A105 32GB VERMELH,1.0,4025,160
SMARTPHONE MOTOROLA MOTO G7 XT1962-4 DB POLAR,1.0,4026,227
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,4027,6
PULSO ACO PULSEIRA ACO QZ 2115LAK/1P TECHNOS ,1.0,4028,287
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,4029,6
"TELEVISOR SMART 43"" L43S4900FS SEMP TCL      ",1.0,4030,257
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,4031,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,4032,6
"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       ",1.0,4032,79
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,4033,68
TABLET NB247 M9-3G QC PRETO                  ,1.0,4034,36
SMARTPHONE LG K9 TV LM-X210BMW DOURADO       ,1.0,4034,68
KIT CAPA E PELICULA LG K9TV                  ,1.0,4034,237
"TELEVISOR SMART 32"" TC32FS600B PANASONIC     ",1.0,4035,154
SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR ,1.0,4036,143
PEN DRIVE NANO 16GB PD054 PRETO              ,1.0,4037,92
SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    ,1.0,4038,1
SMARTPHONE LG K12 MAX PLATINUM               ,1.0,4039,121
TABLET NB304 M7 3G PLUS QUAD CORE PRETO      ,1.0,4040,28
SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    ,1.0,4041,74
BOOMBOX BX-19 BIVOLT UP DYNAMIC              ,1.0,4042,61
"TELEVISOR SMART 32"" L2800 SEMP TCL           ",1.0,4043,288
"TELEVISOR SMART 32"" S3900S SEMP TCL          ",1.0,4043,191
ANTENA 1.70 MT MULTIPONTO CENTURY            ,1.0,4044,3
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,4044,4
SMARTPHONE MOTOROLA MOTO E6 PLUS 64GB AZ NET ,1.0,4045,162
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,4046,6
CAIXA ACUSTICA PHT3000 PHILCO                ,1.0,4047,243
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,4048,6
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,226,6
DVD D-14 GAME STAR II MONDIAL                ,1.0,4049,110
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,4049,6
ROTEADOR RE057 150MBPS 1 ANT.4PTS.LAN        ,1.0,4049,142
"TELEVISOR SMART 32"" TC32FS500B PANASONIC     ",1.0,4049,12
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,4049,72
"TELEVISOR SMART 49"" TC49FS630B PANASONIC     ",1.0,4050,289
RECEPTOR MIDIA BOX HDTV B3                   ,1.0,4051,4
MINI SYSTEM PH470BT  PHILCO                  ,1.0,4052,215
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,4053,72
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    ,1.0,4054,25
SMARTPHONE LG K8 PLUS PRETO                  ,1.0,4054,127
CAIXA AMPLIFICADA CM-07 MONDIAL              ,1.0,4055,51
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,4055,40
SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750,1.0,4056,6
"TELEVISOR SMART 40"" TC40FS600B PANASONIC     ",1.0,4056,72
SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    ,1.0,4056,41
"TELEVISOR SMART 50"" 4K UN50NU7100 SAMSUNG    ",1.0,4057,278
TABLET NB707 MINI MS50L BRANCO/DOURADO       ,1.0,4058,157
SMARTPHONE SAMSUNG GAL A10  A105 32GB PRETO  ,1.0,4059,40
SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    ,1.0,4060,21
SMARTPHONE LG K8 PLUS PRETO                  ,1.0,4060,127
"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        ",1.0,4061,45
SMARTPHONE LG K9 TV LM-X210BMW INDIGO        ,1.0,4062,7
DVD D-15 KARAOKE MONDIAL                     ,1.0,4063,13
